Wall time,Step,Value
1733716050.8125787,1254,2.6373205184936523
1733716051.1113043,1257,2.395977020263672
1733716051.5753686,1261,2.5332133769989014
1733716052.171462,1267,2.401397705078125
1733716052.6348398,1271,2.4740865230560303
1733716053.1322598,1276,2.713416576385498
1733716055.5301464,1298,2.412341833114624
1733716058.5043101,1325,2.3825912475585938
1733716060.6843297,1345,2.4479293823242188
1733716062.339862,1360,2.3495357036590576
1733716063.0282843,1364,2.891334295272827
1733716064.1987708,1375,2.3036844730377197
1733716064.297569,1376,2.7838950157165527
1733716068.6815455,1417,2.3575870990753174
1733716070.9175467,1438,2.2298223972320557
1733716071.0169857,1439,2.346737861633301
1733716072.9744565,1457,2.172668218612671
1733716073.0751936,1458,2.1518919467926025
1733716077.1761177,1494,2.2066707611083984
1733716078.0562901,1502,2.2497057914733887
1733716078.8816035,1510,2.1388192176818848
1733716079.2453535,1513,2.171743392944336
1733716082.9790027,1548,2.0849196910858154
1733716083.2786577,1551,2.322960615158081
1733716085.0409555,1565,2.1568455696105957
1733716085.3373299,1568,2.145618438720703
1733716085.9166002,1573,2.2174246311187744
1733716087.2019517,1585,2.169372081756592
1733716088.3858714,1596,2.1343953609466553
1733716091.6919763,1627,2.025989055633545
1733716092.5768688,1635,2.1591055393218994
1733716096.5335917,1670,2.0197603702545166
1733716098.1979682,1685,1.9557123184204102
1733716100.0445201,1702,2.0476267337799072
1733716100.2429657,1704,2.227857828140259
1733716100.5473025,1707,1.9806177616119385
1733716100.952364,1711,1.9765011072158813
1733716108.0722106,1775,2.0289275646209717
1733716108.268745,1777,1.8663545846939087
1733716109.559883,1789,1.874044418334961
1733716109.9263377,1792,1.8751059770584106
1733716116.0093284,1847,1.938093662261963
1733716116.4127347,1851,1.9133734703063965
1733716117.3774784,1860,2.059044599533081
1733716118.1590626,1867,1.8496140241622925
1733716121.5602288,1899,1.9206392765045166
1733716121.8654408,1902,1.9086496829986572
1733716122.5341473,1908,1.8703274726867676
1733716122.6341264,1909,1.7665541172027588
1733716124.459345,1924,1.8296782970428467
1733716125.792874,1936,1.7532473802566528
1733716126.1922605,1940,1.772204041481018
1733716126.6974676,1945,1.7959202527999878
1733716126.9662848,1947,1.8773471117019653
1733716128.343326,1960,1.8122100830078125
1733716128.441661,1961,1.9173502922058105
1733716130.3870468,1979,1.7420583963394165
1733716140.4112158,2070,1.760719656944275
1733716141.386164,2079,1.7574574947357178
1733716142.4937956,2089,1.7110365629196167
1733716143.6717074,2100,1.7406411170959473
1733716145.259594,2115,2.056448459625244
1733716145.9205596,2119,1.6996738910675049
1733716146.0202835,2120,1.7035353183746338
1733716148.0591972,2139,1.6416995525360107
1733716154.1485095,2194,1.5855779647827148
1733716155.7837255,2209,1.6051753759384155
1733716156.3866072,2215,1.591833233833313
1733716159.2889156,2239,1.6471248865127563
1733716159.798828,2244,1.5801448822021484
1733716168.0738358,2319,1.5407429933547974
1733716170.5569708,2342,1.4980993270874023
1733716172.3426576,2359,1.4918369054794312
1733716176.3102183,2394,1.4834855794906616
1733716180.8445077,2436,1.4840441942214966
1733716181.4092112,2441,1.4389240741729736
1733716182.7744308,2454,1.785264253616333
1733716183.6430845,2462,1.4348548650741577
1733716183.9425,2465,1.4888949394226074
1733716186.265059,2485,1.8089652061462402
1733716187.6432662,2498,1.4143280982971191
1733716188.231326,2503,1.5092991590499878
1733716189.6959288,2517,1.4158380031585693
1733716189.8958237,2519,1.444913387298584
1733716191.1412866,2530,1.3926726579666138
1733716194.9987316,2566,1.3793935775756836
1733716196.3534513,2577,1.3928061723709106
1733716196.4521747,2578,1.431747555732727
1733716198.7030056,2599,1.3942341804504395
1733716201.7397447,2627,1.341253399848938
1733716202.6283474,2635,1.3471555709838867
1733716203.4993687,2643,1.4028948545455933
1733716206.4506123,2670,1.329056978225708
1733716206.9697676,2674,1.4576992988586426
1733716207.7413507,2681,1.3969099521636963
1733716208.0405157,2684,1.3974132537841797
1733716209.0012822,2693,1.3343257904052734
1733716210.5670238,2708,1.2991403341293335
1733716211.136876,2713,1.3626809120178223
1733716211.5475338,2717,1.345268964767456
1733716213.0715106,2729,1.463754415512085
1733716213.1710799,2730,1.304768681526184
1733716213.6426156,2734,1.3037455081939697
1733716214.1415095,2739,1.321913719177246
1733716214.2478447,2740,1.3220269680023193
1733716215.6202557,2753,1.4185817241668701
1733716215.784673,2754,1.2986658811569214
1733716215.8841105,2755,1.5281617641448975
1733716216.9649968,2765,1.2881656885147095
1733716217.2689881,2768,1.3179172277450562
1733716218.3393369,2778,1.2902672290802002
1733716219.110405,2785,1.2640684843063354
1733716221.9645324,2812,1.3216655254364014
1733716224.5507543,2834,1.246760368347168
1733716225.627237,2844,1.2920665740966797
1733716227.4445245,2861,1.2261056900024414
1733716227.5443957,2862,1.2413818836212158
1733716233.959504,2921,1.283927321434021
1733716237.461003,2952,1.191048502922058
1733716237.8263803,2955,1.1982673406600952
1733716238.5406394,2962,1.2076208591461182
1733716238.9043865,2965,1.2240550518035889
1733716239.7206268,2973,1.1962002515792847
1733716244.7397106,3019,1.2282463312149048
1733716246.5982096,3034,1.1906449794769287
1733716247.9733627,3047,1.1965515613555908
1733716251.798652,3083,1.1377350091934204
1733716251.9637854,3084,1.1660925149917603
1733716253.9444728,3103,1.1702899932861328
1733716254.109783,3104,1.1736085414886475
1733716254.209791,3105,1.1420133113861084
1733716255.7004354,3119,1.1594091653823853
1733716255.8006725,3120,1.1302871704101562
1733716255.899558,3121,1.1451798677444458
1733716256.8599088,3128,1.1237953901290894
1733716258.7194395,3145,1.141248106956482
1733716261.7124,3173,1.0963413715362549
1733716264.0411346,3192,1.3718987703323364
1733716264.81824,3199,1.101102352142334
1733716265.3155124,3204,1.4488978385925293
1733716266.6930199,3217,1.092686653137207
1733716267.0598905,3220,1.082624912261963
1733716268.0384104,3229,1.1566565036773682
1733716269.2996013,3241,1.0944852828979492
1733716271.835558,3265,1.0947299003601074
1733716272.2098901,3268,1.0841987133026123
1733716276.4274395,3306,1.0643025636672974
1733716280.1331108,3340,1.2583026885986328
1733716281.808991,3356,1.1191872358322144
1733716283.7597244,3374,1.0413976907730103
1733716285.1198146,3385,1.0508085489273071
1733716285.982503,3393,1.0351821184158325
1733716287.152992,3404,1.0239100456237793
1733716288.7065964,3418,1.010511040687561
1733716293.3147426,3461,1.001478672027588
1733716295.7808042,3483,1.010169267654419
1733716295.879442,3484,0.990572988986969
1733716296.648032,3491,0.9827784895896912
1733716296.8475351,3493,0.9938505291938782
1733716297.612767,3500,0.9911426305770874
1733716300.3785682,3526,0.9779054522514343
1733716304.6980321,3566,0.9919589161872864
1733716305.0642948,3569,0.9467747807502747
1733716305.8036504,3576,0.9934908747673035
1733716307.3333483,3588,0.9760975241661072
1733716308.6143265,3600,0.985464334487915
1733716309.9775493,3613,1.181381344795227
1733716310.07791,3614,0.9514260292053223
1733716310.2793899,3616,0.9457085728645325
1733716311.8168256,3630,0.9426263570785522
1733716314.6530895,3654,0.9334871768951416
1733716314.9548874,3657,0.9823883771896362
1733716315.1636074,3659,0.9394795298576355
1733716315.366158,3661,0.9226991534233093
1733716315.725514,3664,0.9430909156799316
1733716316.122661,3668,0.9387215971946716
1733716316.4238214,3671,0.9385906457901001
1733716318.462923,3690,0.9218582510948181
1733716320.9012675,3712,0.9190734624862671
1733716321.4079244,3717,0.8932850956916809
1733716324.9431593,3748,0.9124325513839722
1733716325.6079557,3754,0.889479398727417
1733716326.3165596,3761,0.8996993899345398
1733716326.5834045,3763,0.9028946161270142
1733716328.6265883,3782,0.8915397524833679
1733716329.128379,3787,0.8807793855667114
1733716329.433827,3790,0.8947393894195557
1733716335.7652154,3848,0.8824329376220703
1733716335.9732976,3850,0.8591315746307373
1733716337.0395122,3860,0.9247479438781738
1733716338.0159173,3869,0.8957354426383972
1733716341.6612537,3902,1.1077322959899902
1733716342.578604,3911,0.8905906677246094
1733716343.0456076,3915,0.83884596824646
1733716343.6575675,3921,0.8530861139297485
1733716345.1895087,3933,0.8231273293495178
1733716345.4913821,3936,0.8622777462005615
1733716348.7280765,3966,0.8507397174835205
1733716349.7134528,3975,0.8357916474342346
1733716350.3124394,3981,0.8376601338386536
1733716353.6867857,4012,0.8388074636459351
1733716353.885346,4014,0.8149865865707397
1733716354.8586187,4023,0.8123577833175659
1733716356.2373247,4034,0.8484221696853638
1733716356.8402102,4040,0.94121915102005
1733716357.6388977,4047,0.7931517362594604
1733716361.6341019,4084,0.8102443814277649
1733716364.5523152,4109,0.8044365048408508
1733716365.1645665,4115,0.7933321595191956
1733716365.8496377,4121,0.8038979172706604
1733716366.1532018,4124,0.7872441411018372
1733716368.5870397,4146,0.802269697189331
1733716372.3242574,4181,0.7959510087966919
1733716373.7198193,4192,0.7740707397460938
1733716377.5323615,4227,0.7534563541412354
1733716379.8941932,4249,0.7703010439872742
1733716380.1939116,4252,0.7516791224479675
1733716380.7665613,4257,0.7381756901741028
1733716387.504228,4318,0.7421727180480957
1733716388.0005648,4323,0.7469614148139954
1733716388.5713716,4328,0.730475127696991
1733716389.1709695,4334,0.7294485569000244
1733716395.8066084,4395,0.7279448509216309
1733716398.7202525,4422,0.7854346632957458
1733716400.1087646,4435,0.6950817108154297
1733716400.9915965,4443,0.686294436454773
1733716402.1655898,4454,0.7387937307357788
1733716403.4924972,4466,0.6863030195236206
1733716406.1403487,4489,0.6853289008140564
1733716406.7427464,4495,0.6897542476654053
1733716409.9493465,4525,0.6680356860160828
1733716411.0229797,4535,0.723000168800354
1733716411.4865382,4539,0.671552300453186
1733716414.3966196,4564,0.660480797290802
1733716414.7943697,4568,0.708172082901001
1733716415.4704387,4574,0.6718326210975647
1733716419.1634436,4609,0.6530861854553223
1733716419.5292494,4612,0.6756173372268677
1733716423.7309902,4649,0.6419185996055603
1733716424.8069708,4659,0.6340010166168213
1733716426.8724723,4678,0.6356294751167297
1733716427.7526898,4686,0.6650370359420776
1733716428.2235148,4690,0.6354789137840271
1733716428.4239495,4692,0.6457882523536682
1733716429.0489416,4698,0.6470961570739746
1733716430.0126784,4707,0.632584810256958
1733716430.9774325,4716,0.6378034949302673
1733716432.5122838,4730,0.6462064981460571
1733716433.2303867,4737,0.6429197788238525
1733716435.876758,4759,0.6289001107215881
1733716436.6645398,4766,0.6452178359031677
1733716437.3329124,4772,0.629825234413147
1733716437.7313147,4776,0.6231781840324402
1733716437.8331513,4777,0.654670000076294
1733716440.7477062,4804,0.618903398513794
1733716441.0460632,4807,0.606169581413269
1733716441.411802,4810,0.6236503720283508
1733716441.8084831,4814,0.6249915957450867
1733716443.5671115,4830,0.5989916324615479
1733716443.7714782,4832,0.6076071262359619
1733716444.0799944,4835,0.6052128672599792
1733716444.178713,4836,0.6179779767990112
1733716445.2518601,4844,0.6005865931510925
1733716449.3409078,4882,0.583718478679657
1733716450.7298527,4895,0.5901156663894653
1733716452.3721807,4910,0.5863401889801025
1733716454.3872223,4929,0.5748242139816284
1733716454.8577354,4933,0.5799826979637146
1733716455.6482112,4940,0.5978863835334778
1733716456.7512221,4949,0.629543125629425
1733716460.1799412,4980,0.5812584757804871
1733716461.346998,4991,0.5872644186019897
1733716464.9616086,5023,0.5596843361854553
1733716467.585985,5047,0.564239501953125
1733716469.707475,5066,0.7806611061096191
1733716471.1061425,5079,0.5516586899757385
1733716471.2097266,5080,0.5800918936729431
1733716472.135395,5088,0.5615578889846802
1733716472.3570065,5090,0.5466568470001221
1733716477.3844197,5132,0.5466521978378296
1733716477.8833623,5136,0.5435172915458679
1733716478.318955,5140,0.5493415594100952
1733716479.6266387,5151,0.5386819839477539
1733716479.7401953,5152,0.5514706969261169
1733716480.038462,5154,0.6236068606376648
1733716480.1450572,5155,0.5521911978721619
1733716483.790729,5187,0.5300776362419128
1733716485.1917334,5198,0.5293474793434143
1733716485.3986425,5200,0.5255213379859924
1733716485.993019,5205,0.53434818983078
1733716486.1975195,5207,0.5312055349349976
1733716487.4304228,5218,0.5384763479232788
1733716488.2611768,5225,0.5247429609298706
1733716489.6630602,5238,0.5275277495384216
1733716491.2449439,5253,0.5224040746688843
1733716492.2385345,5262,0.5426759719848633
1733716492.614826,5265,0.5234956741333008
1733716496.0602915,5295,0.541836678981781
1733716498.523731,5318,0.5099799633026123
1733716498.6235921,5319,0.518959641456604
1733716498.929321,5322,0.5254487991333008
1733716499.1956496,5324,0.5141160488128662
1733716499.6051793,5328,0.505171537399292
1733716500.335432,5334,0.5135974884033203
1733716503.3744464,5362,0.5122607946395874
1733716504.2827806,5370,0.502602219581604
1733716506.8192463,5393,0.5079231858253479
1733716507.9092603,5402,0.6216771006584167
1733716508.0084336,5403,0.5039928555488586
1733716512.723917,5445,0.49303361773490906
1733716513.890851,5454,0.48380520939826965
1733716514.455147,5459,0.49809157848358154
1733716519.2865274,5504,0.5126175880432129
1733716519.8642833,5509,0.48503580689430237
1733716521.1651814,5521,0.47543865442276
1733716523.7644136,5545,0.5030435919761658
1733716526.3134823,5567,0.8125286102294922
1733716530.2855132,5604,0.48567819595336914
1733716535.7028263,5653,0.47096261382102966
1733716537.209668,5667,0.4640227258205414
1733716543.422289,5723,0.745381236076355
1733716544.2203755,5730,0.46417662501335144
1733716546.775539,5752,0.473960280418396
1733716547.277343,5757,0.4590091407299042
1733716547.4410975,5758,0.6091428995132446
1733716549.923877,5781,0.4502630829811096
1733716550.795188,5789,0.4368076026439667
1733716555.4316046,5832,0.454210489988327
1733716559.270893,5866,0.4343004524707794
1733716560.7099037,5879,0.4344539940357208
1733716561.0201454,5882,0.4298158586025238
1733716568.4230258,5948,0.4269405007362366
1733716569.2910051,5956,0.4253208637237549
1733716570.1622827,5964,0.425065815448761
1733716571.939026,5981,0.41450223326683044
1733716572.9179845,5990,0.42718055844306946
1733716573.7246778,5997,0.4273735284805298
1733716574.5913343,6003,0.41721007227897644
1733716575.2087398,6009,0.4406246840953827
1733716579.0893655,6045,0.4193391501903534
1733716579.950914,6053,0.42208701372146606
1733716582.5798297,6078,0.43538329005241394
1733716582.7177052,6079,0.40471959114074707
1733716586.3707035,6111,0.40183693170547485
1733716586.6364746,6113,0.41155126690864563
1733716588.7785118,6133,0.4069761633872986
1733716589.286954,6138,0.4048442542552948
1733716589.4851768,6140,0.41268929839134216
1733716589.7542543,6142,0.41830500960350037
1733716592.5470316,6168,0.4069213271141052
1733716596.7776766,6205,0.40461722016334534
1733716597.3939817,6211,0.41544151306152344
1733716598.927272,6225,0.39446544647216797
1733716600.8481383,6243,0.38521847128868103
1733716604.6811395,6279,0.3829423487186432
1733716604.885789,6281,0.3853178918361664
1733716605.6501052,6288,0.3864477872848511
1733716606.5278902,6296,0.38058555126190186
1733716606.6294203,6297,0.3858829736709595
1733716606.9471126,6300,0.38020068407058716
1733716610.2221758,6328,0.38530153036117554
1733716610.6871147,6332,0.37651267647743225
1733716610.8857243,6334,0.40126314759254456
1733716612.2442417,6347,0.3790169060230255
1733716613.662305,6358,0.3775830566883087
1733716613.7620194,6359,0.3725516200065613
1733716614.262231,6364,0.37778228521347046
1733716614.831375,6369,0.37850862741470337
1733716618.8666036,6406,0.3711976110935211
1733716620.7519443,6424,0.3744584321975708
1733716622.8185606,6443,0.3794219195842743
1733716624.7533238,6459,0.3688661456108093
1733716626.2329795,6473,0.36064815521240234
1733716628.1684973,6491,0.37506842613220215
1733716628.4758236,6494,0.3588489592075348
1733716632.1698887,6528,0.35991424322128296
1733716632.4735968,6531,0.3624902367591858
1733716633.4378335,6540,0.3607307970523834
1733716634.107323,6546,0.3633614182472229
1733716634.613951,6551,0.5252299308776855
1733716636.2034802,6564,0.35672807693481445
1733716636.773604,6569,0.3549268841743469
1733716638.462285,6585,0.3533492386341095
1733716639.031495,6590,0.3506682813167572
1733716639.5280235,6595,0.3664524257183075
1733716639.991198,6599,0.3514082133769989
1733716641.656335,6615,0.3442099392414093
1733716645.3470862,6649,0.35035794973373413
1733716648.0808437,6673,0.3561655879020691
1733716651.8909898,6708,0.34162235260009766
1733716652.6279542,6715,0.3575969636440277
1733716653.2010741,6720,0.352499395608902
1733716653.6134295,6724,0.37332141399383545
1733716654.2868302,6730,0.3417412042617798
1733716654.7008402,6734,0.34219130873680115
1733716656.4585059,6750,0.35143280029296875
1733716657.8313935,6761,0.3463846743106842
1733716660.4111664,6785,0.34004101157188416
1733716662.2706823,6802,0.332721471786499
1733716664.602631,6821,0.3333681523799896
1733716666.3044503,6837,0.6188927292823792
1733716666.8828888,6842,0.34808728098869324
1733716667.096731,6844,0.3397744596004486
1733716667.781407,6850,0.33104681968688965
1733716668.6807573,6859,0.32899346947669983
1733716670.4403193,6875,0.3268011808395386
1733716674.8745618,6914,0.48952049016952515
1733716675.0724752,6916,0.3238256573677063
1733716675.3699193,6919,0.3240175247192383
1733716676.6054146,6930,0.3194851279258728
1733716677.3179235,6937,0.3649134337902069
1733716681.4229617,6975,0.31592312455177307
1733716683.170295,6991,0.3229183852672577
1733716683.6861143,6996,0.3172418177127838
1733716683.8920536,6998,0.33014413714408875
1733716686.215169,7018,0.3217485249042511
1733716687.4374154,7029,0.32373103499412537
1733716689.0709472,7044,0.3522895574569702
1733716690.1477404,7054,0.322584867477417
1733716693.7883587,7087,0.3433246910572052
1733716697.281152,7117,0.3235330879688263
1733716697.6472144,7120,0.30952438712120056
1733716698.256263,7126,0.30959731340408325
1733716702.4955676,7164,0.3094460368156433
1733716703.8807373,7177,0.3215925991535187
1733716703.9809263,7178,0.31391364336013794
1733716704.2478087,7180,0.3121684193611145
1733716704.8553376,7186,0.30347850918769836
1733716705.1632297,7189,0.3060893714427948
1733716707.1983232,7207,0.5917642712593079
1733716709.406262,7225,0.3586287200450897
1733716712.0457568,7249,0.30033206939697266
1733716712.5117025,7253,0.30705708265304565
1733716714.0816135,7265,0.32983461022377014
1733716715.0649495,7274,0.2990111708641052
1733716718.7997243,7308,0.33081942796707153
1733716721.6998234,7334,0.3670346140861511
1733716722.10115,7338,0.2896062135696411
1733716722.318782,7340,0.29011622071266174
1733716723.7127934,7353,0.29385241866111755
1733716724.2924066,7358,0.2865208685398102
1733716725.4940436,7367,0.3049336075782776
1733716727.4676924,7385,0.28231531381607056
1733716731.699919,7424,0.3113277852535248
1733716732.916134,7435,0.29494374990463257
1733716733.016442,7436,0.28803199529647827
1733716736.088578,7464,0.3601202070713043
1733716736.6972644,7468,0.33583587408065796
1733716736.9053164,7470,0.2832801640033722
1733716738.1808538,7482,0.27991101145744324
1733716740.8360112,7506,0.28354862332344055
1733716742.1101327,7518,0.30189070105552673
1733716742.979185,7526,0.27624690532684326
1733716743.6116102,7532,0.27433493733406067
1733716744.8064654,7543,0.27900898456573486
1733716745.6827261,7551,0.4952380657196045
1733716745.8907442,7553,0.303430438041687
1733716746.5686429,7559,0.39271318912506104
1733716750.4045587,7593,0.2851223647594452
1733716751.3824522,7602,0.27769413590431213
1733716751.6503878,7604,0.27428537607192993
1733716751.9499688,7607,0.2764696478843689
1733716755.3263319,7638,0.3348921835422516
1733716755.4275165,7639,0.30266380310058594
1733716756.0093586,7644,0.27883002161979675
1733716757.7146382,7660,0.2909066677093506
1733716757.8144085,7661,0.28939390182495117
1733716764.913329,7722,0.2683490812778473
1733716765.5298264,7728,0.27257102727890015
1733716765.8993275,7731,0.2849194407463074
1733716768.902128,7757,0.2703525424003601
1733716769.5315135,7762,0.27115678787231445
1733716773.2042603,7795,0.26132282614707947
1733716773.307292,7796,0.26668089628219604
1733716776.3065786,7822,0.2934817373752594
1733716778.1750572,7839,0.3286468982696533
1733716778.6029854,7843,0.2675468921661377
1733716779.4774687,7851,0.2619425654411316
1733716779.9759998,7856,0.3524143695831299
1733716780.0765476,7857,0.2590470612049103
1733716780.7488005,7863,0.2976022958755493
1733716782.91857,7883,0.28273677825927734
1733716784.2934756,7896,0.265780508518219
1733716784.9720216,7902,0.26305148005485535
1733716787.9140866,7927,0.2596951127052307
1733716788.297795,7930,0.256567120552063
1733716794.3744383,7987,0.34072330594062805
1733716799.3669946,8031,0.29252514243125916
1733716799.5696447,8033,0.25682541728019714
1733716801.069384,8047,0.27778899669647217
1733716801.948205,8055,0.3417111337184906
1733716804.4415677,8078,0.2630230784416199
1733716804.607362,8079,0.2582709491252899
1733716806.4720929,8097,0.2477273941040039
1733716809.5115528,8123,0.2509608566761017
1733716811.8566794,8145,0.25291353464126587
1733716813.920175,8164,0.2487029731273651
1733716814.020823,8165,0.25024425983428955
1733716817.289915,8193,0.24520769715309143
1733716818.0896735,8201,0.5792076587677002
1733716818.1880684,8202,0.2695655822753906
1733716819.8272913,8217,0.2553618550300598
1733716821.2071686,8230,0.24377325177192688
1733716821.30764,8231,0.2516869604587555
1733716824.0541546,8256,0.24607038497924805
1733716826.61554,8278,0.4515650272369385
1733716827.2989504,8284,0.28624624013900757
1733716827.608098,8287,0.24430948495864868
1733716828.1178985,8292,0.24039819836616516
1733716828.6857157,8297,0.5273087024688721
1733716829.1875677,8302,0.2410467118024826
1733716834.435626,8350,0.23948988318443298
1733716834.8234432,8353,0.2904767692089081
1733716835.996402,8364,0.24794267117977142
1733716837.6711957,8378,0.23904213309288025
1733716839.812018,8398,0.23530618846416473
1733716841.298895,8412,0.23679746687412262
1733716841.871068,8417,0.25067567825317383
1733716846.3093455,8458,0.26407691836357117
1733716846.7204854,8462,0.24773266911506653
1733716850.186769,8492,0.26259881258010864
1733716851.6299999,8505,0.238978311419487
1733716853.4070663,8522,0.2407124638557434
1733716854.4724956,8531,0.27297672629356384
1733716856.4102714,8549,0.26293355226516724
1733716857.0752413,8555,0.24163123965263367
1733716858.052119,8564,0.5532229542732239
1733716862.8311589,8607,0.3151271641254425
1733716864.1036131,8619,0.23724576830863953
1733716864.311004,8621,0.2545884847640991
1733716865.3742807,8628,0.23669829964637756
1733716868.7956064,8660,0.23468652367591858
1733716869.1956341,8664,0.23553192615509033
1733716872.5518086,8695,0.2366131991147995
1733716873.2267632,8701,0.22838515043258667
1733716875.1657174,8719,0.25571560859680176
1733716875.7650373,8725,0.23903298377990723
1733716878.9991343,8753,0.23089835047721863
1733716879.2094092,8755,0.2294677048921585
1733716881.6149158,8777,0.23318788409233093
1733716881.815271,8779,0.23219871520996094
1733716882.892648,8789,0.4398716986179352
1733716884.0782309,8800,0.25891396403312683
1733716886.346876,8821,0.24284005165100098
1733716886.6461983,8824,0.22164951264858246
1733716887.9372432,8834,0.22283689677715302
1733716891.3792505,8866,0.24171309173107147
1733716891.9606357,8871,0.22952982783317566
1733716892.731294,8878,0.2423807829618454
1733716893.9023333,8889,0.23632308840751648
1733716894.502405,8895,0.23530882596969604
1733716897.0357027,8918,0.2238200604915619
1733716897.440482,8922,0.2807890772819519
1733716899.6740425,8941,0.22237110137939453
1733716902.5059106,8967,0.23063096404075623
1733716902.9123693,8971,0.218827024102211
1733716903.874045,8980,0.21752910315990448
1733716904.4776201,8986,0.21547648310661316
1733716905.044755,8991,0.2249853014945984
1733716906.8046036,9007,0.2239072471857071
1733716909.776947,9034,0.21784661710262299
1733716911.537591,9050,0.22578367590904236
1733716912.5086582,9059,0.2135392725467682
1733716913.2180247,9066,0.22032180428504944
1733716913.7810643,9071,0.21193499863147736
1733716919.0247169,9118,0.22459419071674347
1733716919.4933522,9122,0.22432053089141846
1733716922.794389,9153,0.40162211656570435
1733716924.0576997,9165,0.22679592669010162
1733716927.0934422,9191,0.34760284423828125
1733716927.3904574,9194,0.21020761132240295
1733716928.1635048,9201,0.21314950287342072
1733716928.4626281,9204,0.2117663472890854
1733716928.9727404,9209,0.21764224767684937
1733716929.4460058,9213,0.21225105226039886
1733716930.4157672,9222,0.22384506464004517
1733716930.5149338,9223,0.2259017825126648
1733716930.9258785,9227,0.23285169899463654
1733716931.789664,9235,0.2122710943222046
1733716933.7603736,9253,0.21674685180187225
1733716938.182755,9292,0.2212604135274887
1733716939.4637527,9304,0.2088731825351715
1733716939.6613693,9306,0.21269214153289795
1733716940.4460545,9313,0.20437557995319366
1733716941.5426242,9323,0.2165573090314865
1733716941.6443348,9324,0.20493903756141663
