Wall time,Step,Value
1733721264.4168828,18,6.3889288902282715
1733721267.5413074,47,6.107671737670898
1733721269.1770334,62,5.994802474975586
1733721269.2746572,63,5.81906795501709
1733721271.972816,89,5.711503982543945
1733721273.7054813,103,5.580448627471924
1733721274.102289,107,5.561347961425781
1733721276.3429868,128,5.387060165405273
1733721280.2050352,164,5.127780914306641
1733721281.0749438,172,5.173964500427246
1733721283.1348155,191,5.116543769836426
1733721284.6195333,203,5.049246788024902
1733721287.3256001,229,4.843244552612305
1733721288.9836826,244,4.662115573883057
1733721290.5684385,259,4.709853649139404
1733721293.0220792,282,4.652291774749756
1733721293.3164363,285,4.761470794677734
1733721296.7850828,316,4.265841960906982
1733721297.077396,319,4.363147735595703
1733721302.0496066,366,4.037013530731201
1733721304.1396832,386,4.051291465759277
1733721306.1749513,402,3.97310209274292
1733721307.5176558,415,3.7922327518463135
1733721309.8101218,437,3.7303080558776855
1733721310.7783275,446,3.684070587158203
1733721312.7680538,465,3.8051106929779053
1733721313.8234434,475,3.7083187103271484
1733721314.4843903,481,3.782613515853882
1733721317.727012,510,3.4899094104766846
1733721320.1202815,533,3.425205945968628
1733721320.6126451,538,3.236544132232666
1733721320.8751254,540,3.507322311401367
1733721322.521249,556,3.333982229232788
1733721323.188327,562,3.2130494117736816
1733721326.5565147,594,3.166121006011963
1733721326.7524793,596,3.121403932571411
1733721331.2998788,637,2.987185478210449
1733721332.1675344,643,2.887723684310913
1733721332.2635758,644,2.9565296173095703
1733721333.803408,658,2.95805025100708
1733721335.567726,675,2.8003625869750977
1733721340.452366,721,2.7463927268981934
1733721345.1675532,764,2.481081247329712
1733721346.364912,775,2.623384714126587
1733721349.4125621,804,2.6361844539642334
1733721355.1648915,857,2.6176109313964844
1733721356.1141477,866,2.439185380935669
1733721358.2164366,886,2.192195177078247
1733721364.3508968,942,2.484011650085449
1733721370.426411,999,2.0909781455993652
1733721372.0808482,1015,2.181269884109497
1733721372.8371558,1022,1.9788932800292969
1733721373.2267785,1026,1.950663447380066
1733721374.3619955,1037,1.8832510709762573
1733721376.5789745,1056,2.121781349182129
1733721378.195372,1071,1.9722892045974731
1733721378.7846441,1077,2.2483129501342773
1733721382.2151623,1109,1.9329707622528076
1733721382.410772,1111,1.9218486547470093
1733721383.8646722,1125,1.7612727880477905
1733721384.6333685,1132,1.832654595375061
1733721386.8647568,1151,1.7906938791275024
1733721386.9703918,1152,1.6735303401947021
1733721388.2239568,1164,1.634218454360962
1733721389.2849064,1174,2.052361249923706
1733721389.4827197,1176,1.8161849975585938
1733721390.3562946,1184,1.663761854171753
1733721393.9971774,1218,1.7523881196975708
1733721397.7916617,1252,1.4932597875595093
1733721397.9854746,1254,1.47743558883667
1733721398.2853818,1257,1.5658543109893799
1733721398.7359884,1261,1.6166497468948364
1733721399.322725,1267,1.7334529161453247
1733721399.7812471,1271,1.5796315670013428
1733721405.683151,1325,1.4088391065597534
1733721407.7857845,1345,1.5087151527404785
1733721410.9338295,1375,1.455159068107605
1733721411.0962985,1376,1.3774932622909546
1733721415.6205983,1417,1.7637653350830078
1733721419.8474393,1457,1.2363452911376953
1733721419.946752,1458,1.2544620037078857
1733721423.9716396,1494,1.4265886545181274
1733721424.8284974,1502,1.3910773992538452
1733721425.691584,1510,1.3156850337982178
1733721426.0056815,1513,1.400770664215088
1733721429.7225206,1548,1.1791224479675293
1733721430.0252051,1551,1.2173957824707031
1733721431.486235,1565,1.2050340175628662
1733721431.8490436,1568,1.2582679986953735
1733721433.8156338,1585,1.4595826864242554
1733721435.0307083,1596,1.2480597496032715
1733721438.308375,1627,1.1838393211364746
1733721439.1022787,1635,1.1518216133117676
1733721442.8144956,1670,1.3020185232162476
1733721444.5766926,1685,1.3348164558410645
1733721446.3869324,1702,1.0512062311172485
1733721446.5831118,1704,1.10359787940979
1733721447.343754,1711,1.2318297624588013
1733721454.6017587,1777,1.0407410860061646
1733721462.0664618,1847,1.012574553489685
1733721463.4334002,1860,0.9548471570014954
1733721464.2069755,1867,1.0021631717681885
1733721467.7766328,1899,0.8671078681945801
1733721468.0790484,1902,1.018310308456421
1733721468.8467016,1909,1.0192737579345703
1733721472.3511555,1940,0.8959860801696777
1733721474.4801223,1960,0.8805822134017944
1733721474.585271,1961,0.877793550491333
1733721476.4919186,1979,0.8517568111419678
1733721486.3237953,2070,0.7907647490501404
1733721487.2756333,2079,0.9171760082244873
1733721488.3526204,2089,0.8742422461509705
1733721489.4995043,2100,0.7933138012886047
1733721501.2994046,2209,0.7412506341934204
1733721504.666321,2239,0.7685905694961548
1733721513.3191655,2319,0.6835803985595703
1733721517.5315104,2359,0.7994508743286133
1733721521.277226,2394,0.6864033341407776
1733721525.9129078,2436,0.679237961769104
1733721526.4015565,2441,0.7307752370834351
1733721527.8310072,2454,0.6541799306869507
1733721528.628638,2462,0.7316793203353882
1733721529.0035613,2465,0.6977039575576782
1733721531.1501057,2485,0.6600179672241211
1733721533.0607395,2503,0.6843595504760742
1733721534.8219764,2517,0.6471969485282898
1733721535.0172877,2519,0.6847143173217773
1733721536.174507,2530,0.6720317602157593
1733721541.3907182,2578,0.6214306354522705
1733721541.488423,2579,0.6490300893783569
1733721543.719083,2600,0.6956877708435059
1733721546.7311654,2628,0.6027683019638062
1733721547.5953295,2636,0.6479181051254272
1733721548.4566581,2644,0.6905142068862915
1733721553.0401473,2685,0.5646679401397705
1733721554.0003407,2694,0.6070847511291504
1733721555.5578666,2709,0.8029340505599976
1733721556.5190697,2718,0.5736965537071228
1733721558.3302114,2735,0.5761178731918335
1733721558.925107,2741,0.7508623600006104
1733721560.5262907,2754,0.6564489603042603
1733721560.6244771,2755,0.564887523651123
1733721560.7215357,2756,0.5921775698661804
1733721561.792408,2766,0.6368952989578247
1733721562.0933096,2769,0.6149904131889343
1733721563.9249885,2786,0.5768587589263916
1733721566.8096116,2813,0.5723095536231995
1733721569.1170847,2835,0.5769534707069397
1733721570.175547,2845,0.6726696491241455
1733721572.1320415,2862,0.5610265135765076
1733721578.43379,2922,0.5582256317138672
1733721581.8083897,2953,0.5841153860092163
1733721582.3170693,2956,0.6024821996688843
1733721583.0823035,2963,0.5250047445297241
1733721584.2449152,2974,0.5882562398910522
1733721590.6795332,3035,0.561482846736908
1733721596.0185745,3084,0.5161941051483154
1733721596.1178622,3085,0.5010818243026733
1733721598.15113,3104,0.5182240605354309
1733721598.2481084,3105,0.5241736173629761
1733721598.3585534,3106,0.48381510376930237
1733721599.8361459,3120,0.8671754598617554
1733721599.933724,3121,0.5368609428405762
1733721600.0305934,3122,0.5023990273475647
1733721602.6312056,3146,0.5249974131584167
1733721605.8116634,3174,0.5284654498100281
1733721608.0366564,3193,0.4807516932487488
1733721608.7336144,3200,0.4863101541996002
1733721610.6405876,3218,0.5455350875854492
1733721611.016001,3221,0.4823572337627411
1733721613.2684262,3242,0.5276616811752319
1733721615.7847533,3266,0.46453362703323364
1733721616.0904818,3269,0.4773569107055664
1733721620.342961,3307,0.4786827564239502
1733721623.9594488,3341,0.4775735139846802
1733721625.644041,3357,0.4506440758705139
1733721628.7170706,3386,0.457396924495697
1733721630.9795978,3405,0.46014776825904846
1733721637.0767055,3462,0.4330311417579651
1733721639.399645,3484,0.4727044999599457
1733721639.4995985,3485,0.4478286802768707
1733721640.4674993,3492,0.46231207251548767
1733721641.432775,3501,0.432449609041214
1733721644.14332,3527,0.4526936411857605
1733721648.369317,3567,0.4089473485946655
1733721648.66379,3570,0.49076908826828003
1733721652.24681,3601,0.6668010950088501
1733721653.6882915,3614,0.4098578989505768
1733721654.0057175,3617,0.40835341811180115
1733721658.0610082,3655,0.41083815693855286
1733721658.3579054,3658,0.410203754901886
1733721658.5689073,3660,0.43536901473999023
1733721658.832289,3662,0.40827512741088867
1733721659.125841,3665,0.43616729974746704
1733721659.5229018,3669,0.4115234911441803
1733721659.8896558,3672,0.4053519070148468
1733721661.9743235,3691,0.42708635330200195
1733721664.5012937,3713,0.41615867614746094
1733721664.9925113,3718,0.406209796667099
1733721669.649199,3762,0.4933798015117645
1733721671.899374,3783,0.4699151813983917
1733721679.366974,3849,0.49783915281295776
1733721679.5653656,3851,0.39313197135925293
1733721681.5990198,3870,0.38701149821281433
1733721685.1430879,3903,0.3808880150318146
1733721686.0993483,3912,0.3714049160480499
1733721686.4927495,3916,0.38261812925338745
1733721687.1462007,3922,0.48033761978149414
1733721688.6290467,3934,0.39846813678741455
1733721688.9295106,3937,0.39345499873161316
1733721693.0810566,3976,0.38482609391212463
1733721697.0200088,4013,0.3896242380142212
1733721697.2176218,4015,0.37739643454551697
1733721698.1784227,4024,0.3871753513813019
1733721699.543605,4035,0.3713717460632324
1733721700.1958845,4041,0.3788548707962036
1733721700.8819172,4048,0.43212491273880005
1733721704.8373277,4085,0.3796294629573822
1733721707.4964387,4110,0.3662577271461487
1733721708.1009357,4116,0.3572176694869995
1733721708.7795415,4122,0.37254995107650757
1733721709.0769844,4125,0.35408151149749756
1733721711.6134746,4147,0.4028190076351166
1733721715.3626575,4182,0.3560088574886322
1733721716.5237722,4193,0.3703713119029999
1733721720.2269373,4228,0.35531094670295715
1733721723.6554139,4258,0.3924674987792969
1733721730.2490134,4319,0.3533641993999481
1733721731.302333,4329,0.3776785731315613
1733721738.6983461,4396,0.3954569101333618
1733721744.1178267,4444,0.33559635281562805
1733721745.279405,4455,0.3425530195236206
1733721753.0758145,4526,0.33965760469436646
1733721754.134747,4536,0.34004849195480347
1733721754.5968266,4540,0.3523164391517639
1733721757.2335856,4565,0.3185524344444275
1733721762.2422822,4610,0.33422237634658813
1733721762.5394435,4613,0.32256147265434265
1733721766.4614038,4650,0.4802796542644501
1733721767.5317802,4660,0.3197007179260254
1733721770.639621,4687,0.417003333568573
1733721771.03322,4691,0.313827782869339
1733721771.2379506,4693,0.31132379174232483
1733721771.900002,4699,0.31379562616348267
1733721772.8584006,4708,0.32494664192199707
1733721775.2868357,4731,0.335051029920578
1733721776.0446963,4738,0.3179491460323334
1733721780.3854003,4777,0.3079560101032257
1733721780.4837673,4778,0.3548222780227661
1733721783.6558392,4808,0.33440202474594116
1733721786.0685291,4831,0.32088637351989746
1733721786.2669227,4833,0.3106243312358856
1733721786.562357,4836,0.30936503410339355
1733721786.7237048,4837,0.3144979476928711
1733721787.5155737,4845,0.30190175771713257
1733721791.6519196,4883,0.325538694858551
1733721794.6254406,4911,0.3016239404678345
1733721796.6656504,4930,0.31459614634513855
1733721797.8315868,4941,0.34872132539749146
1733721798.7835324,4950,0.3021755814552307
1733721802.2935658,4981,0.2943026125431061
1733721803.4625323,4992,0.4341576099395752
1733721809.4695845,5048,0.28819769620895386
1733721811.4868474,5067,0.3334548771381378
1733721813.0795743,5080,0.28917840123176575
1733721814.050383,5089,0.29402342438697815
1733721814.2496302,5091,0.2870003879070282
1733721819.006442,5134,0.2996218800544739
1733721819.520121,5138,0.2814183235168457
1733721819.9830928,5142,0.29581770300865173
1733721821.144637,5153,0.32127994298934937
1733721821.5033162,5156,0.3494367003440857
1733721821.6048791,5157,0.29363152384757996
1733721825.0168362,5189,0.28336048126220703
1733721826.3918924,5202,0.2829928398132324
1733721828.5562687,5220,0.2881892919540405
1733721829.312036,5227,0.28513777256011963
1733721830.698562,5240,0.28340691328048706
1733721832.274476,5255,0.2747327983379364
1733721833.2275753,5264,0.27605217695236206
1733721833.5868974,5267,0.2917686104774475
1733721836.79234,5297,0.2864249050617218
1733721839.5290766,5321,0.3646407127380371
1733721839.8222232,5324,0.28684526681900024
1733721840.0831525,5326,0.2851433753967285
1733721840.4774659,5330,0.27675533294677734
1733721844.0648808,5364,0.32394546270370483
1733721844.925558,5372,0.3183213472366333
1733721848.4811697,5405,0.30919739603996277
1733721853.201886,5447,0.273815780878067
1733721854.1536365,5456,0.29238879680633545
1733721854.6678815,5461,0.26069220900535583
1733721859.5037866,5506,0.26617005467414856
1733721860.2173333,5511,0.2631622552871704
1733721861.4900434,5523,0.26049426198005676
1733721866.4057226,5569,0.2585923671722412
1733721877.2368333,5669,0.32996895909309387
1733721884.2170556,5732,0.2574291527271271
1733721887.4009726,5760,0.24993236362934113
1733721889.867673,5783,0.2745998501777649
1733721895.3642673,5834,0.2600778639316559
1733721899.2083144,5868,0.26909542083740234
1733721900.5777693,5881,0.24498620629310608
1733721908.1396403,5950,0.34148016571998596
1733721908.994455,5958,0.24569213390350342
1733721909.9171093,5966,0.2582799196243286
1733721911.6696737,5983,0.2483285516500473
1733721913.3886497,5999,0.26229777932167053
1733721914.6407144,6011,0.24701856076717377
1733721918.6990714,6047,0.23625548183918
1733721919.5536642,6055,0.23681563138961792
1733721922.18776,6080,0.258142352104187
1733721925.6554513,6113,0.2421036958694458
1733721925.9198167,6115,0.2618832588195801
1733721928.0243044,6135,0.24879150092601776
1733721928.5287857,6140,0.25930243730545044
1733721928.7310998,6142,0.247121661901474
1733721928.9927638,6144,0.3558204770088196
1733721937.979738,6227,0.2375613898038864
1733721940.0144656,6245,0.285336434841156
1733721943.797771,6281,0.22937752306461334
1733721943.9939053,6283,0.22918736934661865
1733721946.0207894,6302,0.27059417963027954
1733721949.4541152,6334,0.22767183184623718
1733721949.6512992,6336,0.2761478126049042
1733721952.4063778,6360,0.2331753373146057
1733721952.5041385,6361,0.23311862349510193
